system:index,agbd,agbd_se,agbd_tonnes_per_ha,aspect,delta_ndvi,dry_blue,dry_evi,dry_green,dry_nbr,dry_ndmi,dry_ndvi,dry_nir,dry_nir2,dry_re1,dry_re2,dry_re3,dry_reci,dry_red,dry_savi,dry_swir1,dry_swir2,elevation,lat,lon,quality_flag,slope,vh,vh_vv_diff,vv,wet_evi,wet_ndvi,wet_nir,wet_savi,wet_swir1,.geo
2824_0,13.182408,1.2128654,13.182408,236.32074,-0.026360273,0.03225,0.38735071273828814,0.05885,0.44633347,0.15482584,0.68688476,0.2487,0.27675,0.09405,0.2036,0.2421,1.6325395,0.0457,0.38134518249749827,0.18085,0.0935,1286,-1.6381228363561535,30.791508078000636,2,3.34127,-16.71526014476639,-5.285898422046792,-11.429361722719598,0.37405117238308316,0.6605245,0.2488,0.3574533433585013,0.1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
2825_0,2.6180995,0.5909106,2.6180995,90.0,-0.03194636,0.0307,0.3430955630224994,0.0504,0.42928392,0.13550784,0.6690196,0.2105,0.2367,0.0828,0.1778,0.2053,1.5,0.0422,0.3380787704503927,0.161,0.0859,1287,-1.6381228363561535,30.802018366824832,2,0.92778903,-15.578024156339549,-5.7474042337454385,-9.83061992259411,0.38291637007511253,0.6370732,0.2552,0.3639009521398976,0.1945,"{""type"":""MultiPoint"",""coordinates"":[]}"
2826_0,4.221945,1.1570399,4.221945,33.70088,-0.0062912703,0.0293,0.4977194712589949,0.0495,0.6004553,0.29191688,0.80401856,0.2804,0.301,0.0837,0.2279,0.2725,2.3399503,0.0299,0.4642019609484641,0.1527,0.0698,1288,-1.6381228363561535,30.812259161063796,2,3.340746,-14.78290944113966,-5.877592657214928,-8.905316783924732,0.5502184998568951,0.7977273,0.3121,0.4943661892019171,0.1838,"{""type"":""MultiPoint"",""coordinates"":[]}"
2886_0,3.018097,0.69292736,3.018097,45.01182,-0.01676023,0.03485,0.4224150912259097,0.0557,0.45986354,0.1706952,0.7152922,0.25245,0.2684,0.0864,0.2029,0.238,1.906703,0.0413,0.40141345133795364,0.17655,0.0929,1287,-1.6459381793279935,30.78126728376167,2,1.3117118,-15.48281215038143,-5.4035084269332465,-10.079303723448184,0.4051764359304353,0.698532,0.25125,0.38264069799737965,0.20265,"{""type"":""MultiPoint"",""coordinates"":[]}"
2887_0,14.163193,0.8952384,14.163193,53.14145,-0.090296686,0.0363,0.3897702922129545,0.0598,0.4164905,0.13246521,0.6723122,0.2402,0.2562,0.0921,0.1983,0.2308,1.5886918,0.0469,0.3692129728328033,0.1883,0.1017,1289,-1.6459381793279935,30.791508078000636,2,4.6285844,-16.08662717034587,-5.698618808206703,-10.388008362139168,0.3640419089403659,0.5820155,0.2506,0.3423100448236886,0.2267,"{""type"":""MultiPoint"",""coordinates"":[]}"
2888_0,3.1076655,1.6085933,3.1076655,213.70097,-0.07802093,0.04205,0.35012290166521154,0.06475,0.36175615,0.07342805,0.60894877,0.2313,0.2583,0.0993,0.1964,0.2276,1.289507,0.05535,0.3376126050102518,0.2003,0.11225,1285,-1.6459381793279935,30.802018366824832,2,3.3407497,-17.945407946059113,-5.937485624385271,-12.007922321673842,0.3628144988980208,0.53092784,0.2453,0.305034542276147,0.242,"{""type"":""MultiPoint"",""coordinates"":[]}"
2889_0,2.9246533,0.62926424,2.9246533,-0.0,-0.021490037,0.0332,0.4823157605225892,0.0549,0.5511771,0.25803107,0.74868804,0.2953,0.325,0.0851,0.2321,0.2854,2.5087311,0.0428,0.45256582429280445,0.1712,0.0836,1285,-1.6459381793279935,30.812259161063796,2,0.0,-15.955384264710496,-4.8020285757597225,-11.153355688950773,0.501662738741582,0.727198,0.3201,0.4603513873336942,0.1888,"{""type"":""MultiPoint"",""coordinates"":[]}"
2890_0,2.8972387,0.6492044,2.8972387,-0.0,-0.037305474,0.0345,0.39630570800396525,0.0605,0.48365456,0.20541866,0.6991577,0.24505,0.26725,0.08955,0.2045,0.24115,1.7276913,0.0436,0.38387134343372964,0.15865,0.0848,1286,-1.6459381793279935,30.822769449887993,2,0.92740995,-16.476666144006103,-5.5809046568548,-10.895761487151303,0.3446314972429856,0.66185224,0.2092,0.3305771072338475,0.13945,"{""type"":""MultiPoint"",""coordinates"":[]}"
2950_0,1.7857721,0.6604074,1.7857721,18.442112,0.05663514,0.035,0.44139883691526055,0.0606,0.50832856,0.2236574,0.72216934,0.2715,0.2972,0.0964,0.2249,0.2656,1.8214284,0.0439,0.4189954500461137,0.1791,0.0912,1286,-1.6537535222998332,30.77102648952271,2,2.930548,-15.966632885142543,-5.999384966716626,-9.967247918425917,0.5032467502192773,0.7788045,0.308,0.47802197570012017,0.1978,"{""type"":""MultiPoint"",""coordinates"":[]}"
2951_0,1.8269777,0.6006412,1.8269777,206.5746,-0.026229203,0.04155,0.36922795999138314,0.06195,0.37828892,0.09149979,0.6437911,0.23685,0.2541,0.09285,0.19055,0.22635,1.5598915,0.0519,0.35261020909591306,0.1984,0.1093,1287,-1.6537535222998332,30.78126728376167,2,2.0732005,-15.466099483518127,-4.384194303913651,-11.081905179604476,0.37610141460658286,0.6175619,0.2544,0.35204646618152374,0.2332,"{""type"":""MultiPoint"",""coordinates"":[]}"
2952_0,24.271112,3.8908234,24.271112,308.64816,0.019226074,0.0318,0.47227311800536736,0.0527,0.54391104,0.23933588,0.7709873,0.2679,0.291,0.0885,0.2197,0.2702,1.9745146,0.0344,0.43731119644941574,0.17,0.084,1295,-1.6537535222998332,30.791508078000636,2,5.9192004,-13.084803246920382,-5.673857559554776,-7.410945687365606,0.5930018519874072,0.79021335,0.34475,0.5158766104246209,0.19215,"{""type"":""MultiPoint"",""coordinates"":[]}"
2953_0,23.296103,2.0121462,23.296103,56.32095,0.11691469,0.033,0.4143435224431624,0.0503,0.47841945,0.17743888,0.72298974,0.2604,0.2761,0.0925,0.2078,0.2497,1.735658,0.0414,0.39753295923101484,0.1775,0.0918,1313,-1.6537535222998332,30.802018366824832,2,3.3412883,-13.256509637673538,-5.367603892636808,-7.88890574503673,0.6586232593252749,0.8399044,0.3848,0.574033739181915,0.1891,"{""type"":""MultiPoint"",""coordinates"":[]}"
2954_0,7.7872677,3.183536,7.7872677,270.0,-0.009537876,0.0349,0.2876452603249432,0.0513,0.35362643,0.08576587,0.61106074,0.1812,0.2201,0.0809,0.1673,0.192,1.2864721,0.0448,0.2856550654987219,0.152,0.088,1287,-1.6537535222998332,30.812259161063796,2,3.7063315,-15.260504179000812,-4.780933683873926,-10.479570495126886,0.30062154032718963,0.60152286,0.1893,0.2896523637407034,0.1801,"{""type"":""MultiPoint"",""coordinates"":[]}"
2955_0,2.4611285,0.59395766,2.4611285,149.02571,-0.031211376,0.0342,0.41578371008381415,0.0616,0.48451972,0.18923979,0.6988636,0.2639,0.2917,0.0979,0.2157,0.2554,1.7245446,0.0466,0.4015733197381728,0.1805,0.0905,1290,-1.6537535222998332,30.822769449887993,2,5.3927703,-17.151573055534655,-4.873586937654313,-12.277986117880342,0.4125490288902914,0.66765225,0.2671,0.3930261610850576,0.198,"{""type"":""MultiPoint"",""coordinates"":[]}"
2956_0,5.739796,2.335561,5.739796,-0.0,-0.016434908,0.03045,0.531739674808282,0.05085,0.6416376,0.35625803,0.8072947,0.31309998,0.34045,0.07165,0.2327,0.3058,3.238128,0.0336,0.49387616312447424,0.1471,0.06835,1290,-1.6537535222998332,30.833010244126957,2,0.0,-16.16854363618509,-5.376950515862919,-10.791593120322169,0.5982529393921793,0.7908598,0.3468,0.5339678536447445,0.1662,"{""type"":""MultiPoint"",""coordinates"":[]}"
3015_0,1.6910777,0.59965295,1.6910777,134.98795,0.055438936,0.0363,0.44815219862874883,0.06415,0.5759973,0.2790519,0.7204572,0.27130002,0.2984,0.0969,0.224,0.26325,1.8058857,0.044,0.4185758925704228,0.15435,0.0746,1285,-1.6615688652716731,30.77102648952271,2,1.311717,-15.973241003559957,-6.384648258304729,-9.588592745255228,0.5161278011069759,0.77589613,0.3146,0.48267586065239076,0.1702,"{""type"":""MultiPoint"",""coordinates"":[]}"
3016_0,1.385015,0.4544816,1.385015,108.42772,-0.0389539,0.0398,0.40074670969962334,0.0631,0.47031435,0.17872144,0.6811198,0.2526,0.2844,0.0939,0.2068,0.2471,1.7429678,0.0509,0.38364229430660957,0.1814,0.0934,1286,-1.6615688652716731,30.78126728376167,2,2.9315336,-16.71503297466853,-3.1781231160828742,-13.536909858585657,0.4146892954878796,0.6421659,0.27445,0.38291064099196914,0.21775,"{""type"":""MultiPoint"",""coordinates"":[]}"
3017_0,19.047953,2.1646717,19.047953,-0.0,0.12091935,0.0309,0.42425921775980036,0.0509,0.4288939,0.16494133,0.73388904,0.2656,0.2942,0.095,0.215,0.2594,1.8707483,0.039,0.40557938969634266,0.1887,0.1012,1297,-1.6615688652716731,30.791508078000636,2,1.8543341,-14.984829197794365,-6.320565081139726,-8.664264116654639,0.6432715919155996,0.8548084,0.3705,0.5677171267614444,0.19735,"{""type"":""MultiPoint"",""coordinates"":[]}"
3018_0,16.261982,1.5649247,16.261982,126.85833,0.2458224,0.0548,0.21719323738381396,0.0825,0.12268577,-0.06951028,0.36485377,0.2362,0.2594,0.1488,0.2052,0.2264,0.55698526,0.1084,0.23091449810170084,0.2733,0.1928,1299,-1.6615688652716731,30.802018366824832,2,4.628608,-16.093478240550425,-5.298362639558249,-10.795115600992176,0.43148829967557445,0.61067617,0.2988,0.39002658461614337,0.23695,"{""type"":""MultiPoint"",""coordinates"":[]}"
3019_0,2.1547098,0.55592954,2.1547098,90.0,-0.0291363,0.0333,0.40545389983782254,0.0592,0.46394488,0.17377912,0.6876397,0.258,0.2868,0.0943,0.2078,0.2505,1.7474518,0.0477,0.390421279321084,0.1823,0.0943,1288,-1.6615688652716731,30.812259161063796,2,1.8551137,-16.970604909515032,-4.565312614621304,-12.405292294893728,0.3773879116589267,0.6585034,0.2528,0.3657430711758657,0.1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
3020_0,2.3351963,0.5894605,2.3351963,45.01205,0.017795801,0.03125,0.46158487130364356,0.0548,0.55552435,0.2614534,0.7494018,0.28125,0.3103,0.0809,0.2186,0.27245,2.447704,0.0411,0.43830351539181434,0.1645,0.0815,1287,-1.6615688652716731,30.822769449887993,2,1.311717,-16.529624968394263,-5.495259404968502,-11.03436556342576,0.537835442783809,0.7671976,0.3226,0.4856113883219956,0.17495,"{""type"":""MultiPoint"",""coordinates"":[]}"
3021_0,2.8990536,0.77361405,2.8990536,53.14167,-0.0107245445,0.0307,0.5019933920855919,0.0535,0.61930585,0.31223905,0.7854985,0.2955,0.3249,0.0751,0.2305,0.2921,2.7797468,0.0363,0.4693140893834845,0.152,0.0705,1289,-1.6615688652716731,30.833010244126957,2,4.628608,-16.487602330454518,-5.192177115784608,-11.29542521466991,0.5883598054871181,0.77477396,0.3503,0.512779508840667,0.17355,"{""type"":""MultiPoint"",""coordinates"":[]}"
3084_0,1.4786911,0.46455616,1.4786911,225.01216,0.028488338,0.0338,0.3745615444316577,0.0556,0.5820144,0.31631353,0.6912701,0.2224,0.2283,0.0831,0.1753,0.2066,1.7050632,0.0412,0.3608684381706716,0.122,0.0618,1285,-1.6696537028287488,30.77102648952271,2,1.3117197,-16.891648887077302,-6.338283549475182,-10.55336533760212,0.44105617651769763,0.71975845,0.26425,0.41098657725603455,0.15405,"{""type"":""MultiPoint"",""coordinates"":[]}"
3085_0,1.1737894,0.42200714,1.1737894,26.574785,0.13252771,0.0394,0.35265208957382416,0.06315,0.34843686,0.09120254,0.61448765,0.24204999,0.2658,0.1074,0.2068,0.23625,1.1438724,0.055699997,0.3358538489060564,0.2023,0.1172,1291,-1.6696537028287488,30.78126728376167,2,2.0732038,-14.19256802309718,-5.2319959963522,-8.96057202674498,0.5098754401803227,0.74701536,0.3073,0.46278469114041565,0.2061,"{""type"":""MultiPoint"",""coordinates"":[]}"
3086_0,35.171978,0.9727222,35.171978,299.7344,0.06445563,0.0272,0.4730457360104602,0.0468,0.55224806,0.2793253,0.7957027,0.2598,0.2742,0.0789,0.2025,0.2488,2.1843371,0.0291,0.4433449948666912,0.1464,0.0748,1297,-1.6696537028287488,30.791508078000636,2,7.437999,-13.98851634782028,-6.037243580287623,-7.951272767532656,0.6237249579968155,0.8601583,0.3706,0.5563139849473732,0.1925,"{""type"":""MultiPoint"",""coordinates"":[]}"
3087_0,1.7744272,0.52097595,1.7744272,53.14178,-2.7775764E-5,0.0325,0.46114823036919605,0.0639,0.54042083,0.24942313,0.73462784,0.2831,0.3134,0.0962,0.2307,0.2758,1.9646821,0.045,0.4382243856909857,0.1738,0.0866,1285,-1.6696537028287488,30.812259161063796,2,4.62862,-17.596057190564032,-5.312923648870463,-12.28313354169357,0.46397738321010096,0.73460007,0.287,0.4351325107593512,0.185,"{""type"":""MultiPoint"",""coordinates"":[]}"
3088_0,2.4352448,0.83345145,2.4352448,90.0,0.023978591,0.031,0.4982686661327249,0.0534,0.59722024,0.30055356,0.7809917,0.2961,0.32235,0.07745,0.2267,0.2846,2.633182,0.03655,0.46523901083966557,0.15475,0.075,1289,-1.6696537028287488,30.822769449887993,2,0.9278038,-16.770104780353975,-5.479005218471361,-11.291099561882614,0.5700294690797993,0.80497026,0.3341,0.5136750259862755,0.1702,"{""type"":""MultiPoint"",""coordinates"":[]}"
3089_0,2.4907866,0.5908453,2.4907866,206.57478,-0.03606856,0.0313,0.3801352480371886,0.054,0.49786717,0.18772651,0.709913,0.2436,0.2678,0.0818,0.1956,0.2361,1.8416185,0.0417,0.37926136902773344,0.1651,0.0824,1289,-1.6696537028287488,30.833010244126957,2,2.0732038,-18.352068614313133,-5.8512344815501365,-12.500834132762996,0.4190369417490283,0.67384446,0.26455,0.3914977209813174,0.1923,"{""type"":""MultiPoint"",""coordinates"":[]}"
3154_0,2.1527393,0.5431505,2.1527393,270.0,-0.024199605,0.0312,0.5455646931316639,0.0576,0.58911955,0.30215386,0.7934811,0.3235,0.3435,0.0891,0.2522,0.3055,2.5622897,0.0372,0.4964153730512253,0.1735,0.0834,1287,-1.6774690458005885,30.77102648952271,2,1.8551286,-15.593155950982206,-5.626013422406745,-9.967142528575462,0.5355025057155073,0.7692815,0.32410002,0.4881181284597257,0.1892,"{""type"":""MultiPoint"",""coordinates"":[]}"
3155_0,60.07538,3.2894673,60.07538,-0.0,0.09368193,0.0305,0.43417253889402996,0.0492,0.49654308,0.19020246,0.7473753,0.2585,0.2833,0.084,0.2087,0.2481,1.9471365,0.0353,0.41384615746122844,0.1715,0.0852,1300,-1.6774690458005885,30.78126728376167,2,0.92740995,-13.66054892829597,-5.568894851952226,-8.091654076343744,0.6107836325022866,0.84105724,0.34945,0.5444417269483455,0.1844,"{""type"":""MultiPoint"",""coordinates"":[]}"
3156_0,19.40721,7.9341745,19.40721,345.95798,0.1618703,0.0357,0.3622654752842502,0.0549,0.31045753,0.042686902,0.638796,0.2383,0.2609,0.1019,0.2014,0.2334,1.225717,0.0537,0.3529522918400375,0.2152,0.1184,1304,-1.6774690458005885,30.802018366824832,2,3.8185759,-14.027601979162768,-5.605903795883583,-8.421698183279185,0.5569933021334595,0.8006663,0.3243,0.5029062894554834,0.209,"{""type"":""MultiPoint"",""coordinates"":[]}"
3157_0,1.7982714,0.5489387,1.7982714,284.03046,-0.025647044,0.03095,0.5131581623528199,0.0545,0.6034367,0.32043332,0.78397626,0.30685002,0.33485,0.07745,0.23245,0.2984,2.861011,0.03605,0.47243836973143805,0.15705,0.07345,1291,-1.6774690458005885,30.812259161063796,2,3.8200161,-17.425812790590786,-5.092186271440751,-12.333626519150036,0.5345214551372359,0.7583292,0.31800002,0.4772933936227073,0.17565,"{""type"":""MultiPoint"",""coordinates"":[]}"
3158_0,1.7170882,0.4959497,1.7170882,-0.0,-0.019144118,0.0311,0.5094273956378993,0.0518,0.61050004,0.3235294,0.7898264,0.2974,0.3296,0.0742,0.2295,0.2956,2.8656085,0.0357,0.47593550316276073,0.1556,0.0727,1284,-1.6774690458005885,30.822769449887993,2,0.0,-16.416557968140758,-5.258375171163902,-11.158182796976856,0.5383329650051569,0.7706823,0.3179,0.48286654117453354,0.17135,"{""type"":""MultiPoint"",""coordinates"":[]}"
3159_0,2.450079,0.6975826,2.450079,270.0,-0.0076898336,0.0322,0.4786751286641274,0.056,0.55181396,0.25597465,0.75834256,0.29035002,0.31625,0.0829,0.22025,0.27585,2.5396855,0.0416,0.44764740647971046,0.1757,0.0865,1288,-1.6774690458005885,30.833010244126957,2,0.9278075,-16.28951708315071,-4.463594430024591,-11.825922653126119,0.5538001563125279,0.75065273,0.3383,0.48991684654088585,0.1962,"{""type"":""MultiPoint"",""coordinates"":[]}"
3222_0,32.48345,7.6349883,32.48345,153.42503,0.27343786,0.04115,0.2625776778590678,0.06585,0.1643259,-0.055128824,0.4644807,0.21645,0.25255,0.12495,0.1951,0.22115,0.66989726,0.07484999,0.2680764884632961,0.24105,0.1574,1303,-1.6852843887724285,30.78126728376167,2,4.1409993,-14.209514256161945,-5.588057451056336,-8.621456805105609,0.5171499808777926,0.73791856,0.31925,0.4697759092597424,0.2195,"{""type"":""MultiPoint"",""coordinates"":[]}"
3223_0,1.9031663,0.53098506,1.9031663,236.32137,-0.013595104,0.0313,0.4502656524978854,0.0564,0.5318155,0.23872738,0.73759305,0.2744,0.3035,0.0855,0.2199,0.2681,2.2093568,0.0415,0.4256169536819946,0.171,0.0849,1285,-1.6852843887724285,30.791508078000636,2,3.341325,-16.471555043279718,-4.950724201646951,-11.520830841632767,0.43999832666022226,0.72399795,0.27255,0.41368326766554087,0.17775,"{""type"":""MultiPoint"",""coordinates"":[]}"
3224_0,1.5554354,0.5856941,1.5554354,333.42502,0.04274571,0.0308,0.44121684386843724,0.0543,0.55390996,0.2454891,0.75217104,0.2716,0.301,0.0801,0.2118,0.2633,2.3771498,0.0392,0.42541263937617063,0.1607,0.0795,1285,-1.6852843887724285,30.802018366824832,2,2.073207,-16.253332702662455,-4.3619492275218565,-11.891383475140598,0.5328728907120717,0.79491675,0.3178,0.4845660823474719,0.1646,"{""type"":""MultiPoint"",""coordinates"":[]}"
3225_0,2.180599,0.5623185,2.180599,45.012394,-0.014978021,0.03935,-0.022160174638689897,0.05405,0.3381083,0.056605596,-0.103999816,0.0428,0.0529,0.05155,0.04605,0.0542,-0.16615787,0.0522,-0.02397865737314465,0.0406,0.0217,1290,-1.6852843887724285,30.812259161063796,2,1.3117249,-23.233282167337855,-4.737695484434049,-18.495586682903806,-0.03129632945613647,-0.11897784,0.060000002,-0.03382098580787531,0.0516,"{""type"":""MultiPoint"",""coordinates"":[]}"
3226_0,1.9756937,0.5402754,1.9756937,45.012394,-0.04483837,0.0301,0.47104173482327394,0.0506,0.61581224,0.33469385,0.7709103,0.2765,0.2998,0.0739,0.21,0.2656,2.694915,0.0364,0.43993848186357465,0.1364,0.0645,1289,-1.6852843887724285,30.822769449887993,2,3.929689,-15.836453582980678,-4.61222439986464,-11.224229183116037,0.49241272427067706,0.72607195,0.2985,0.44516216191347846,0.1543,"{""type"":""MultiPoint"",""coordinates"":[]}"
